name,detail_text,description,number,price,count_toys
Велосипед трёхколёсный для малышей от 2х лет с клаксоном /Дружик/,"Велосипед 3-х колёсный ""ДРУЖИК"" - это классическая модель, которая идеально подойдет для малыша от 2 лет. У велосипеда малый вес, отсутствует ручка-толкатель, удобные педали. Это полноценное транспортное средство, которым ребёнок управляет самостоятельно. Расцветка велосипеда выполнена в ярких детских цветах, модная и современная: сочетает розовый с сиреневым. Благодаря мягким прорезиненным грипсам, ручки малыша не будут соскальзывать с руля. Имеется клаксон для подачи сигнала. ,Грипсы: прорезиненные нескользящие.,Каркасная спинка: да.","{'Бренд, ТМ': 'Дружик', 'Страна': 'Китай', 'Возраст': 'от 2 лет', 'Материал рамы': 'сталь', 'Упаковка': 'Без упаковки', 'Размер упаковки (ДхШхВ)': '35х60х48', 'Материал колес': 'Пластмассовые', 'Материал товара': 'Сталь', 'Большая коробка': '6', 'Малая коробка': '1'}",1090450,1670,204
Велосипед трёхколёсный для малышей от 2х лет с клаксоном /Дружик/,"Велосипед 3-х колёсный ""ДРУЖИК"" - это классическая модель, которая идеально подойдет для малыша от 2 лет. У велосипеда малый вес, отсутствует ручка-толкатель, удобные педали. Это полноценное транспортное средство, которым ребёнок управляет самостоятельно. Расцветка велосипеда выполнена в ярких детских цветах, модная и современная: сочетает красный с белым. Благодаря мягким прорезиненным грипсам, ручки малыша не будут соскальзывать с руля. Имеется клаксон для подачи сигнала. ,Грипсы: прорезиненные нескользящие.,Каркасная спинка: да.","{'Бренд, ТМ': 'Дружик', 'Страна': 'Китай', 'Возраст': 'от 2 лет', 'Материал рамы': 'сталь', 'Упаковка': 'Без упаковки', 'Размер упаковки (ДхШхВ)': '37х54х50', 'Материал колес': 'Пластмассовые', 'Материал товара': 'Сталь', 'Большая коробка': '6', 'Малая коробка': '1'}",1090458,1670,374
Велосипед трёхколёсный для малышей от 2х лет с клаксоном /Дружик/,"Велосипед 3-х колёсный ""ДРУЖИК"" - это классическая модель, которая идеально подойдет для малыша от 2 лет. У велосипеда малый вес, отсутствует ручка-толкатель, удобные педали. Это полноценное транспортное средство, которым ребёнок управляет самостоятельно. Расцветка велосипеда выполнена в ярких детских цветах, модная и современная: сочетает зелёный с жёлтым. Благодаря мягким прорезиненным грипсам, ручки малыша не будут соскальзывать с руля. Имеется клаксон для подачи сигнала. ,Грипсы: прорезиненные нескользящие.,Каркасная спинка: да.","{'Бренд, ТМ': 'Дружик', 'Страна': 'Китай', 'Возраст': 'от 2 лет', 'Материал рамы': 'сталь', 'Упаковка': 'Без упаковки', 'Размер упаковки (ДхШхВ)': '37х54х50', 'Материал колес': 'Пластмассовые', 'Материал товара': 'Сталь', 'Большая коробка': '6', 'Малая коробка': '1'}",1090460,1670,306
"Самокат 2х-колёсный с дисковым тормозом, максимальная нагрузка 120 кг /Tongde/","Благодаря тому, что нагрузки при катании на самокате распределяются равномерно, укрепляется опорно-двигательный аппарат и мышечная система рук и ног, а также улучшается координация и пространственная ориентация.,,, ","{'Бренд, ТМ': 'Tongde', 'Страна': 'Китай', 'Количество колес': '2', 'Максимальная нагрузка, кг': '120', 'Упаковка': 'Коробка', 'Размер упаковки (ДхШхВ)': '30х15х85', 'Возраст': 'от 8 лет', 'Материал колес': 'Полиуретановые', 'Складной': 'да', 'Материал товара': 'Металл', 'Сезон': 'Летний ассортимент', 'Пол': 'Для всех', 'Размер': '76-100 см', 'Большая коробка': '4', 'Малая коробка': '1', 'Диаметр колёс,мм': '230', 'Светящиеся колеса': 'нет', 'Тип рамы': 'алюминиевая'}",10120021,8390,4
"Мотоцикл-каталка 2 колеса, цвет черный /Орион/","Орион 501 — идеальный вариант для развития крупной моторики, концентрации и мускулатуры для девочек и мальчиков. Яркие цвета и оригинальность дизайна сразу привлекут внимание малыша, а продуманная конструкция впечатлит даже его родителей. В стильном байке используются широкие и прочные колеса. За счет ширины колес можно не заботиться об удержании равновесия и легко передвигаться даже на неровной поверхности. Мотоцикл изготовлен из крупных пластиковых деталей, обладающих высокой прочностью. Этот материал экологический и абсолютно безопасен для ребенка. Стильная игрушка будет идеальным вариантом для развития логики, ориентирования и физической выносливости.,,Игрушка на колёсах для катания детей, длина – 680 мм, ширина – 285 мм, высота – 470 мм, масса – 2,23 кг, высота сидения – 315 мм, высота руля – 450 мм, диаметр колёс 215 мм, потребительская упаковка – пакет из пленки ПВХ. Игрушка имеет 2 колеса – переднее и заднее. Заднее — более широкое. Корпус состоит из двух половин, скреплённых само-резами, сверху корпуса в задней его части размещено сиденье. Рулевая колонка несет переднее колесо и руль велосипедного типа. С помощью руля переднее колесо поворачивается вокруг вертикальной оси. Над задним колесом закреплен брызговик. Колеса и рулевая колонка изготавливаются выдувным методом из полиэтилена, остальные детали — методом литья из полипропилена,Максимально допустимая нагрузка — «30 кг» нанесена на игрушку","{'Бренд, ТМ': 'Орион', 'Страна': 'Украина', 'Возраст': 'от 3 лет', 'Материал товара': 'Пластмасса', 'Упаковка': 'Пакет', 'Размер упаковки (ДхШхВ)': '65х28х44', 'Пол': 'Девочки', 'Размер': '51-75 см', 'Большая коробка': '1', 'Малая коробка': '1'}",10100027,2810,4
"Самокат 3-х колёсный, полиуретановые светящиеся колеса, максимальная нагрузка до 50 кг /Tongde/","Самокат управляется наклоном рулевой стойки. Её легко отрегулировать под рост. Дека с подсветкой. Есть музыка. Полиуретановые колёса и подшипники делют поездку мягкой, амортизируют неровности. Безопасность модели обеспечивают противоскользящие накладки на руль, подсветка колёс и интуитивная система торможения. Колёса подсвечиваются разноцветными огоньками, - это очень эффектно смотрится в темноте. Особенность самоката - складная конструкция. Благодаря этому его можно брать с собой компактно хранить.,Складной: да.,Материал колёс: полиуретан.,Подсветка колёс: есть.,Размер колёс: 110 мм (передние) и 75 мм (заднее).,Регулируемая по высоте рулевая стойка: 70-75-80 см.,Нескользящие ручки: да.,Управление наклоном рулевой стойки: да.,Ножной тормоз: на заднем колесе.,Максимальная нагрузка: 50 кг.,Материал: металл.","{'Бренд, ТМ': 'Tongde', 'Страна': 'Китай', 'Количество колес': '4', 'Максимальная нагрузка, кг': '50', 'Упаковка': 'Коробка', 'Размер упаковки (ДхШхВ)': '30х15х62', 'Возраст': 'от 3 лет', 'Материал колес': 'Полиуретановые', 'Складной': 'да', 'Пол': 'Для всех', 'Размер': '51-75 см', 'Большая коробка': '6', 'Малая коробка': '1', 'Диаметр колёс,мм': '110/75', 'Светящиеся колеса': 'да', 'Тип рамы': 'пластиковая'}",10120035,2280,1
"Самокат 2-х колёсный, полиуретановые колеса, максимальная нагрузка до  70кг /Tongde/","Этот двухколёсный самокат лёгок в управлении, с ним справится даже ребёнок. Колёса изготовлены из полиуретана, а значит хорошо амортизируют и прослужат не один сезон.,Благодаря тому, что нагрузки при катании на 2-х колёсном самокате распределяются равномерно, укрепляется опорно-двигательный аппарат и мышечная система рук и ног. Также у юного спортсмена улучшается координация и пространственная ориентация. Оптимальная нагрузка на самокат – до 70 кг, это позволит кататься как юным любителям гонок с ветерком, так и подросткам.,Складной: да.,Диаметр колёс: 20 см.,Материал: полиуретан.,Регулировка руля: дя, 83/88/92 см.,Материа рамы: сталь.,Максимальная нагрузка: 70 кг.","{'Бренд, ТМ': 'Tongde', 'Страна': 'Китай', 'Количество колес': '2', 'Максимальная нагрузка, кг': '70', 'Упаковка': 'Коробка', 'Размер упаковки (ДхШхВ)': '15х87х76', 'Возраст': 'от 8 лет', 'Материал колес': 'Полиуретановые', 'Складной': 'да', 'Материал товара': 'Металл', 'Сезон': 'Летний ассортимент', 'Пол': 'Для всех', 'Большая коробка': '4', 'Малая коробка': '1', 'Диаметр колёс,мм': '200', 'Светящиеся колеса': 'нет', 'Тип рамы': 'стальная'}",10120038,4580,7
"Самокат 2-х колёсный, полиуретановые колеса, максимальная нагрузка до 70кг /Tongde/","Этот двухколёсный самокат лёгок в управлении, с ним справится даже ребёнок.,Благодаря тому, что нагрузки при катании на 2-х колёсном самокате распределяются равномерно, укрепляется опорно-двигательный аппарат и мышечная система рук и ног. Также у юного спортсмена улучшается координация и пространственная ориентация. Оптимальная нагрузка на самокат – до 70 кг, это позволит кататься как совсем юным любителям гонок с ветерком, так и подросткам. Полиуретановые колёса обеспечат хорошую амортизацию и прослужат долго. Отличным дополнением к самокату станет удобная подножка- всегда можно припарковать свой маленький транспорт.,Складной: да.,Диаметр колёс: 20 см.,Материал колёс: полиуретан.,Регулировка руля по высоте: есть, 92/94/96 см.,Материал рамы: алюминий.,Максимальная нагрузка: 70 кг.","{'Бренд, ТМ': 'Tongde', 'Страна': 'Китай', 'Количество колес': '2', 'Максимальная нагрузка, кг': '70', 'Упаковка': 'Коробка', 'Размер упаковки (ДхШхВ)': '11х85х72', 'Возраст': 'от 8 лет', 'Материал колес': 'Полиуретановые', 'Складной': 'да', 'Материал товара': 'Металл', 'Сезон': 'Летний ассортимент', 'Пол': 'Для всех', 'Большая коробка': '6', 'Малая коробка': '1', 'Диаметр колёс,мм': '200', 'Светящиеся колеса': 'нет', 'Тип рамы': 'алюминиевая'}",10120039,4350,42
"Самокат 2-х колёсный, полиуретановые колеса, максимальная нагрузка до  70кг/Tongde/","Этот двухколёсный самокат лёгок в управлении, с ним справится даже ребёнок.,Благодаря тому, что нагрузки при катании на 2-х колёсном самокате распределяются равномерно, укрепляется опорно-двигательный аппарат и мышечная система рук и ног. Также у юного спортсмена улучшается координация и пространственная ориентация. Оптимальная нагрузка на самокат – до 70 кг, это позволит кататься как совсем юным любителям гонок с ветерком, так и подросткам. Полиуретановые колёса обеспечат хорошую амортизацию и прослужат долго. Отличным дополнением к самокату станет удобная подножка - всегда можно припарковать свой маленький транспорт.,Складной: да.,Димаетр колёс: 20 см.,Материал колёс: полиуретан.,Регулировка руля по высоте: 96/100/102 см.,Материал рамы: алюминий.,Максимальная нагрузка: 70 кг.","{'Бренд, ТМ': 'Tongde', 'Страна': 'Китай', 'Количество колес': '2', 'Максимальная нагрузка, кг': '70', 'Упаковка': 'Коробка', 'Размер упаковки (ДхШхВ)': '11х88х77', 'Возраст': 'от 8 лет', 'Материал колес': 'Полиуретановые', 'Складной': 'да', 'Материал товара': 'Металл', 'Сезон': 'Летний ассортимент', 'Пол': 'Для всех', 'Большая коробка': '6', 'Малая коробка': '1', 'Диаметр колёс,мм': '200', 'Светящиеся колеса': 'нет', 'Тип рамы': 'алюминиевая'}",10120041,4800,16
"Самокат 2х-колёсный, максимальная нагрузка 100кг/Tongde/","Этот двухколёсный самокат лёгок в управлении, с ним справится даже ребёнок.,Благодаря тому, что нагрузки при катании на 2-х колёсном самокате распределяются равномерно, укрепляется опорно-двигательный аппарат и мышечная система рук и ног. Также у юного спортсмена улучшается координация и пространственная ориентация. Оптимальная нагрузка на самокат – до 100 кг, это позволит кататься как юным любителям гонок с ветерком, так и взрослым. Самокат дополнен ручным тормозом, который несёт не только дизайнерскую функцию, но и практичную.,Складной: да.,Диаметр колёс: 20 см.,Материал колёс: полиуретан.,Регулировка руля по высоте: 90/98/107 см.,Материал рамы: алюминий.,Максимальная нагрузка: 100 кг.","{'Бренд, ТМ': 'Tongde', 'Страна': 'Китай', 'Количество колес': '2', 'Максимальная нагрузка, кг': '100', 'Упаковка': 'Коробка', 'Размер упаковки (ДхШхВ)': '14х95х85', 'Возраст': 'от 8 лет', 'Материал колес': 'Полиуретановые', 'Складной': 'да', 'Материал товара': 'Металл', 'Сезон': 'Летний ассортимент', 'Пол': 'Для всех', 'Большая коробка': '4', 'Малая коробка': '1', 'Диаметр колёс,мм': '200', 'Светящиеся колеса': 'нет', 'Тип рамы': 'алюминиевая'}",10120045,7900,2
Велосипед Forward Rise 20 2.0 цвет оранжевый/белый,"Модель достаточно лёгкая за счёт алюминиевой рамы. Велосипед также отлично подходит для прогулочного катания в городских условиях и по несложным маршрутам в лесу.,Диаметр колёс 20"".,Вес: 12 кг.,Материал/тип рамы: алюминиевый сплав 6061.,Ростовкa рамы: 11″.,Регулировка высоты руля: да.,Тип тормозов: ободные (V-Brake).,Количество скоростей: 7.,Максимальный вес велосипедиста: 50 кг.,Тип амортизации: жёсткая вилка.,Вилка: жёсткая стальная.,Рулевая колонка: Kenli, 1 1/8"", резьбовая.,Вынос руля: FWD, резьбовой стальной.,Руль: FWD, cтальной, 25.4*540 мм.,Тормоза: Promax TX-107.,Задний переключатель: FWD RD-HG-17.,Тип шифтеров / манеток: вращающаяся ручка.,Шифтеры / манетки: FWD SL-KDSG-03.,Каретка: Kenli, полукартриджная.,Система шатунов: FWD GS-S112, 32T, стальная.,Трещотка / кассета: FWD KDF-711, 14-28T, 7 ск.,Цепь: KMC HV408.,Втулки: FWD, стальные.,Материал и тип ободов: алюминиевые двустеночные.,Обода: FWD Double Wall.,Покрышки: Wanda P1197, 20*2.0"" (22TPI).,Седло: FWD MTB Kid.,Подседельный штырь: FWD, стальной, 27.2*300 мм.,Крылья: пластиковые.,Подножка: есть.,Возможность крепления на раме флягодержателя и насоса: есть.,Катафоты: есть.","{'Бренд, ТМ': 'Forward', 'Страна': 'Россия', 'Вид товара': 'Велосипед', 'Вид транспорта': '1726960', 'Упаковка': 'Коробка', 'Возраст': 'от 6 лет', 'Диаметр колёс, дюймы': '20', 'Рост пользователя': '120-130 см', 'Цвет': 'Оранжевый', 'Материал рамы': 'алюминиевый сплав', 'Материал колес': 'Надувные', 'Тип велосипеда': 'горный', 'Складной': 'нет', 'Материал товара': 'Металл', 'Сезон': 'Летний ассортимент', 'Пол': 'Для всех', 'Размер': 'более 150 см', 'Большая коробка': '1', 'Малая коробка': '1', 'Ручной тормоз': 'V-Brake', 'Вспомогательные колеса': 'Нет', 'Вид рамы': 'Спортивная'}",10090167,14390,2
"Толокар ""Кочевник"" 431016 /Нордпласт/","Каталка имеет удобное сидение и спинку, которая может быть и ручкой-толкателем для малыша и родителей. Удобно, что у каталки имеется отсек для любимых игрушек. Отличие этого толокара – наклонный руль, который делает управление машинкой ещё более интересным и приближенным к реальности!,Размеры: 63*26*40 см.","{'Бренд, ТМ': 'Нордпласт', 'Страна': 'Россия', 'Вид товара': 'Толокар', 'Возраст': 'от 3 лет', 'Упаковка': 'Без упаковки', 'Размер упаковки (ДхШхВ)': '26х63х40', 'Материал товара': 'Пластмасса', 'Пол': 'Мальчики', 'Большая коробка': '4', 'Малая коробка': '4', 'Спинка': 'да', 'Дополнительные элементы(к каталкам)': 'багажник', 'Дополнительные функции': 'f46e6d24-aa14-11e9-8151-005056aee67e'}",1100058,2585,7
"Квадроцикл-мини ""Molto"" 6V ® 61843 /Полесье/","Квадроцикл-мини ""Molto"" 6V ® 61843 /Полесье/ представляет собой комфортабельный, а главное - устойчивый и маневренный мини-квадроцикл. Четыре широких колеса позволят ребёнку без труда ездить не только по ровным поверхностям, но и по бездорожью. Управлять таким транспортным средством невероятно просто. Удобное сиденье позволит малышу с комфортом наслаждаться увлекательной поездкой. В конструкции также предусмотрены специальные подставки для ног. Корпус детского мини-квадроцикла выполнен из пластмассы, достаточно прочной чтобы выдержать вес ребёнка в возрасте до трёх лет.,Размеры (ДШВ): 62*47.8*45.5 cм.,Вес: 6.5 кг.","{'Бренд, ТМ': 'Полесье', 'Страна': 'Беларусь', 'Материал товара': 'Пластмасса', 'Большая коробка': '1', 'Упаковка': 'Пакет', 'Размер упаковки (ДхШхВ)': '62х47,8х45,5', 'Малая коробка': '1'}",1130097,7610,1
"Каталка-автомобиль ""Для девочек"" У447 /Совтехстром/","Каталка имеет удобное сидение и спинку, которая может быть и ручкой-толкателем для малыша и родителей. Удобно, что у каталки имеется отсек для любимых игрушек., Максимальная нагрузка: 25 кг.,Высота сиденья: 19 см.,Размеры: 46*31*22 см.","{'Бренд, ТМ': 'Стром', 'Страна': 'Россия', 'Вид товара': 'Каталка', 'Вид транспорта': 'b9b33a9a-74d7-11ea-8168-005056aee67e', 'Упаковка': 'Сетка', 'Размер упаковки (ДхШхВ)': '44х26х46', 'Возраст': 'от 3 лет', 'Материал товара': 'Пластмасса', 'Пол': 'Мальчики', 'Большая коробка': '1', 'Малая коробка': '1', 'Спинка': 'да', 'Дополнительные элементы(к каталкам)': 'ручка', 'Дополнительные функции': '04b626e9-aa15-11e9-8151-005056aee67e'}",738059,1250,4
Каталка-автомобиль №1 У438 /Совтехстром/,"Каталка имеет удобное сидение и спинку, которая может быть и ручкой-толкателем для малыша и родителей. Удобно, что у каталки имеется отсек для любимых игрушек. Руль машинки оснащён звуковыми эффектами: звонкий клаксон сделает приближение юного шофёра особенно эффектным!, Максимальная нагрузка: 25 кг., Высота от пола до сиденья: 20 см., Высота от пола до руля: 31 см., Высота от пола до ручки: 43 см., Размеры: 46*32*22 см., Вес: 1,6 кг.","{'Бренд, ТМ': 'Стром', 'Страна': 'Россия', 'Вид товара': 'Каталка', 'Вид транспорта': 'b9b33a9a-74d7-11ea-8168-005056aee67e', 'Упаковка': 'Пакет', 'Размер упаковки (ДхШхВ)': '46х26х44', 'Возраст': 'от 2 лет', 'Материал товара': 'Пластмасса', 'Пол': 'Для всех', 'Большая коробка': '1', 'Малая коробка': '1', 'Спинка': 'да', 'Дополнительные элементы(к каталкам)': 'багажник', 'Дополнительные функции': '04b626e9-aa15-11e9-8151-005056aee67e'}",738052,1250,3
Светящиеся LED колпачки на колёса /разноцветные/,"Светящиеся LED колпачки на колёса /разноцветные/ просты в установке, не имеют каких-либо специальных проводов, могут быть легко установлены и удалены. Светодиоды на колпачках загораются при движении и образуют светящийся круг.,,Все просто — накручиваем колпачок на ниппель на колесе, начинаем ехать и получается красивый эффект — по периметру колеса проходит яркая светящаяся полоса, как на мотоциклах в фильме “Трон”.,Светящиеся колпачки, в принципе, можно использовать на любом колесе, будь то велосипед или просто дачная тачка. Но всё-же на колесе это самый оптимальный вариант.,,Сам колпачок устроен очень просто. Верхняя часть из прозрачного пластика с цветной сердцевиной, низ тоже пластик, хоть и замаскирован под железо. Внутри три плоских круглых батарейки и само сердце системы состоящее из светодиода и маленькой схемы. Принцип работы классический — контакты замыкаются — лампочка загорается. Но для того чтобы свет был только во время движения, один из контактов всегда остается статичным внутри чувствительной «дрожащей» пружины, которая является вторым контактом. В итоге если колпачок потрясти, пружина начинает дрожать, цепь замыкается и появляется свечение, если оставить в покое - он гаснет.,,Учитывая стоимость и производимый эффект, такие колпачки должны быть у каждого обладателя велосипеда, а особенно если у вас есть ребёнок. Закзывайте для себя и в подарок знакомым!","{'Бренд, ТМ': 'КНР', 'Страна': 'Китай', 'Вид товара': 'Светящийся колпачок', 'Сезон': 'Летний ассортимент', 'Упаковка': 'Пакет', 'Размер упаковки (ДхШхВ)': '7х2х12', 'Большая коробка': '500', 'Малая коробка': '500'}",465180,75,748
Светящиеся LED колпачки на колёса /НЕОН/,"Светящиеся LED колпачки на колёса /НЕОН/ просты в установке, не имеют каких-либо специальных проводов, могут быть легко установлены и удалены. Светодиоды на колпачках загораются при движении и образуют светящийся круг.,,Все просто — накручиваем колпачок на ниппель на колесе, начинаем ехать и получается красивый эффект — по периметру колеса проходит яркая светящаяся полоса, как на мотоциклах в фильме “Трон”.,Светящиеся колпачки, в принципе, можно использовать на любом колесе, будь то велосипед или просто дачная тачка. Но все-же на колесе - самый оптимальный вариант.,,Сам колпачок устроен очень просто. Верхняя часть из прозрачного пластика с цветной сердцевиной, низ тоже пластик, хоть и замаскирован под железо. Внутри три плоских круглых батарейки и само сердце системы состоящее из светодиода и маленькой схемы. Принцип работы классический — контакты замыкаются — лампочка загорается. Но для того чтобы свет был только во время движения, один из контактов всегда остается статичным внутри чувствительной «дрожащей» пружины, которая является вторым контактом. В итоге если колпачок потрясти, пружина начинает дрожать, цепь замыкается и появляется свечение, если оставить в покое - он гаснет.,,Учитывая стоимость и производимый эффект, такие колпачки должны быть у каждого обладателя велосипеда, а особенно если у вас есть ребёнок. Закзывайте для себя и в подарок знакомым!","{'Бренд, ТМ': 'КНР', 'Страна': 'Китай', 'Вид товара': 'Светящийся колпачок', 'Сезон': 'Летний ассортимент', 'Упаковка': 'Пакет', 'Размер упаковки (ДхШхВ)': '6,5х1,5х11,5', 'Большая коробка': '500', 'Малая коробка': '500'}",465181,90,1062
"Толокар-каталка ""Авто ""GO!""  55 см 431012 /Нордпласт/"," Толокар-каталка ""Авто ""GO!""  55 см 431012 /Нордпласт/ специально сделан для малышей от 1 года. Она может использоваться как опора для начинающих и  автомобиль уже умеющих ходить. Яркая каталка из прочного пластика в виде машинки поможет для начинающих освоить первые неуверенные шажки. Как только малыш подрастет, можно сесть на каталку и, отталкиваясь ножками, рулить, выбирая направление. Руль прямо как у настоящего автомобиля. Спереди каталки есть отверстие для крепления верёвки. Взрослый может тянуть машинку за собой.,,","{'Бренд, ТМ': 'Нордпласт', 'Страна': 'Россия', 'Вид товара': 'Толокар', 'Возраст': 'от 3 лет', 'Упаковка': 'Без упаковки', 'Размер упаковки (ДхШхВ)': '55х28х43', 'Материал товара': 'Пластмасса', 'Пол': 'Мальчики', 'Большая коробка': '4', 'Малая коробка': '4', 'Спинка': 'да', 'Дополнительные элементы(к каталкам)': 'ручка', 'Дополнительные функции': '04b626e9-aa15-11e9-8151-005056aee67e'}",700123,1720,3
"Толокар-каталка ""Мото ""GO!"" 57 см 431011 /Нордпласт/"," Толокар-каталка ""Мото ""GO!"" 57 см 431011 /Нордпласт/ выполнен в виде мотоцикла. Удобные ручки и сидение данного детского транспорта позволяют малышу с легкостью управлять мотоциклом. Ребенку необходимо самостоятельно отталкиваться ножками, чтобы трехколесная каталка передвигалась. Детали крупные, оклеиваются наклейками, легко собираются. Сзади на корпусе есть специальный ограничитель, благодаря которому каталка не опрокинется назад, даже если малыш сильно отклонится. Малыш самостоятельно держится за удобные ручки и сам рулит, выбирая направление. В звуковой клаксон можно посигналить, чтобы все расступились перед мчавшимся байкером. Если откинуть сиденье, то под ним есть некоторое пространство (миниатюрный багажник), куда можно положить все необходимое для путешествия. Сбоку крепится декоративный чемоданчик. Компактная и незаменимая каталка подойдет и для улицы, и для дома. Легкая и удобная, она пригодится для отдыха за городом или на даче.,,","{'Бренд, ТМ': 'Нордпласт', 'Страна': 'Россия', 'Вид товара': 'Толокар', 'Возраст': 'от 3 лет', 'Упаковка': 'Без упаковки', 'Размер упаковки (ДхШхВ)': '58,5х35х38', 'Материал товара': 'Пластмасса', 'Пол': 'Девочки', 'Большая коробка': '4', 'Малая коробка': '4', 'Спинка': 'нет', 'Дополнительные элементы(к каталкам)': 'багажник', 'Дополнительные функции': '04b626e9-aa15-11e9-8151-005056aee67e'}",700146,2400,4
"Самокат 2-х колёсный, полиуретановые колеса, максимальная нагрузка до 100 кг XZ-111, цвета черный, белый /Tongde/","Самокат — не только летняя забава, которая разнообразит досуг малыша, но и прекрасная возможность улучшить физическую форму. Не беспокойтесь о безопасности: с мягкими противоскользящими накладками на руль руки малыша не соскользнут в самый ответственный момент. Самокат будет способствовать полноценному физическому развитию вашего ребёнка. Лето станет незабываемым и запомнится навсегда!,,, ,, ","{'Бренд, ТМ': 'Tongde', 'Страна': 'Китай', 'Количество колес': '2', 'Максимальная нагрузка, кг': '100', 'Упаковка': 'Коробка', 'Размер упаковки (ДхШхВ)': '35,5х13х83', 'Возраст': 'от 8 лет', 'Материал колес': 'Полиуретановые', 'Складной': 'да', 'Материал товара': 'Металл', 'Сезон': 'Летний ассортимент', 'Пол': 'Для всех', 'Большая коробка': '4', 'Малая коробка': '1', 'Диаметр колёс,мм': '200', 'Светящиеся колеса': 'нет', 'Тип рамы': 'алюминиевая'}",1710034,6170,4
"Мотоцикл-каталка 2 колеса, музыкальный руль, элементы питания в комплекте, цвет белый 501в.3_Б /Орион/","Детский мотоцикл двухколесный, музыкальный (арт. 501В3) изготовлен в различных цветовых вариантах, что позволяет ребенку выбрать для себя самый привлекательный цвет. Красный, синий, зеленый, желтый, белый – такое яркое разнообразие даже взрослого заставляет призадуматься, но ребенок всегда точно знает, какой ему нужен цвет.,Мотоцикл-каталка изготовлен из прочного, экологически чистого пластика , обладающего высокими характеристиками. При соприкосновении с ним, аллергии или раздражения кожи не возникает. Краска на солнце не выгорает и не блекнет, а сам байк выглядит свежим и аккуратным.","{'Бренд, ТМ': 'Орион', 'Страна': 'Украина', 'Вид товара': 'Каталка', 'Вид транспорта': '1726961', 'Упаковка': 'Пакет', 'Размер упаковки (ДхШхВ)': '65х28х44', 'Звуковые эффекты': 'нет', 'Возраст': 'от 3 лет', 'Материал товара': 'Пластмасса', 'Пол': 'Для всех', 'Большая коробка': '1', 'Малая коробка': '1', 'Спинка': 'нет', 'Вид каталки': 'Мотоцикл', 'Дополнительные элементы(к каталкам)': 'багажник', 'Дополнительные функции': 'ac174e8c-3121-11e5-a843-005056ae2c99'}",1100117,3150,5
"Каталка ""Ориоша"" цвет розовый 198_Рп /Орион/","Детская каталка Ориоша модель Орион 198. Данная модель предназначена для детей от 3 лет. Машина выполнена в ярких цветах, поэтому нравится как мальчикам, так и девочкам. Руль с клаксоном, так же с помощью него направляются два передних колеса. Съемную ручку-спинку очень удобно использовать для перенесения машинки, а малыш может всегда на неё опереться. Под сиденьем предусмотрено место для игрушек или всяких мелочей.,,Игрушка на колёсах для катания детей, длина – 620 мм, ширина – 300 мм, высота – 480 мм, масса – 2,45 кг, высота сидения – 245 мм, потребительская упаковка – пакет из плёнки ПВХ.,Игрушка имеет 4 колеса с декоративными колпаками и состоит из корпуса, на котором закрепляются крышка, сидение и спинка. Сидение откидывается, под сидением есть грузовой отсек. На корпус игрушки, сзади спинки, закрепляется запасное колесо. Машинка двухосная, задняя пара колес на оси закрепляется на корпусе, а передняя пара устанавливается на рулевую колонку и с помощью руля поворачивается вокруг вертикальной оси. На передней и задней частях корпуса установлены упоры для предотвращения опрокидывания. Машинка имеет руль с механическим (арт.198) или электро-звуковым (арт.140) сигналом. Колеса изготавливаются экструзионно-выдувним методом из полиэтилена, остальные детали — методом литья из полипропилена методом литья под давлением. Максимально допустимая нагрузка — «30 кг» нанесена на игрушку.","{'Бренд, ТМ': 'Орион', 'Страна': 'Украина', 'Звуковые эффекты': 'нет', 'Возраст': 'от 3 лет', 'Упаковка': 'Пакет', 'Размер упаковки (ДхШхВ)': '62х30х48', 'Материал товара': 'Пластмасса', 'Пол': 'Для всех', 'Размер': '51-75 см', 'Большая коробка': '1', 'Малая коробка': '1', 'Спинка': 'да', 'Вид каталки': 'Машинка', 'Дополнительные элементы(к каталкам)': 'багажник', 'Дополнительные функции': 'b52a811c-3121-11e5-a843-005056ae2c99'}",1100126,2940,3
